@RELATION hs

@ATTRIBUTE sequence     string
@ATTRIBUTE incoming     NUMERIC
@ATTRIBUTE outgoing     NUMERIC
@ATTRIBUTE lifetime     NUMERIC
@ATTRIBUTE class        {HS-RP,Client-RP,noise}
@ATTRIBUTE inc_50     NUMERIC
@ATTRIBUTE out_50     NUMERIC
@DATA
 -1+1-1+1-1+1-1+1-1-1,105,12,603.299257994,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,29230,1358,925.263062,noise,38,12
 -1+1-1+1-1+1-1-1+1+1,66545,2753,636.170578003,noise,43,7
 -1+1-1+1-1+1-1+1+1+1,21815,952,1192.51681685,noise,46,4
 -1+1-1+1-1+1-1+1+1+1,10079,721,610.135235071,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,14619,659,597.883482933,noise,42,8
 -1+1-1+1-1+1-1+1+1+1,9772,423,610.156587124,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,7598,600,614.255985022,noise,42,8
 -1+1-1+1-1+1-1+1+1-1,27199,1825,2426.2636621,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,29592,1593,628.852472067,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,25917,2011,599.579546213,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,6325,375,1066.26186204,noise,46,4
 -1+1-1+1-1+1-1+1+1+1,1219,127,1960.07753515,noise,40,10
 -1+1-1+1-1+1-1+1-1-1,8181,610,802.653739929,noise,43,7
 -1+1-1+1-1+1,3,3,19.4080438614,noise,3,3
 -1+1-1+1-1+1-1+1-1+1,2883,381,241.883579016,noise,41,9
 -1+1-1+1-1+1-1-1+1+1,32123,1854,653.770282984,noise,32,18
 -1+1-1+1-1+1-1-1,3,5,1222.962538,noise,3,5
 -1+1-1+1-1+1-1+1+1+1,1039,68,86.2868568897,noise,46,4
 -1+1-1+1-1+1-1+1+1+1,836,80,677.877639055,noise,36,14
 -1+1-1+1-1+1-1-1+1+1,23707,1527,841.368242979,noise,39,11
 -1+1-1+1-1+1-1+1-1+1,54914,1723,3372.65524912,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,2392,205,3557.3862381,noise,32,18
 -1+1-1+1-1+1-1+1-1+1,10371,609,396.128226995,noise,27,23
 -1+1-1+1-1+1-1+1-1+1,7433,509,210.73327589,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,5441,227,129.221198082,noise,36,14
 -1+1-1+1-1+1-1+1+1+1,139,43,61.346919775,noise,36,14
 -1+1-1+1-1+1-1-1+1+1,11692,1056,915.677197933,noise,30,20
 -1+1-1+1-1+1-1-1+1+1,14503,1866,1831.42247009,noise,33,17
 -1+1-1+1-1+1-1+1-1+1,8279,772,711.704425097,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,24077,1679,648.471551895,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,12954,952,893.383697033,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,26155,2106,960.215488195,noise,36,14
 -1+1-1+1-1+1-1+1-1+1,12995,864,663.17786479,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,15413,1452,1171.9732461,noise,38,12
 -1+1-1+1-1+1-1+1+1+1,22123,1655,652.067570925,noise,39,11
 -1+1-1+1-1+1-1+1+1+1,8374,926,1115.27947283,noise,35,15
 -1+1-1+1-1+1-1+1-1+1,20458,1509,602.190485954,noise,35,15
 -1+1-1+1-1+1-1+1-1+1,25618,1372,649.727280855,noise,36,14
 -1+1-1+1-1+1-1-1+1+1,108,23,15.3216590881,noise,38,12
 -1+1-1+1-1+1-1-1-1+1,38841,2460,1997.27223682,noise,31,19
 -1+1-1+1-1+1-1+1+1+1,30108,2096,650.293208122,noise,45,5
 -1+1-1+1-1+1-1+1+1+1,26601,1423,636.503903866,noise,44,6
 -1+1-1+1-1+1-1+1-1-1,42410,2271,604.055781126,noise,33,17
 -1+1-1+1-1+1-1-1+1+1,11240,906,654.900511026,noise,35,15
 -1+1-1+1-1+1-1+1-1+1,10350,861,690.197418928,noise,39,11
 -1+1-1+1-1+1-1-1-1-1,3359,215,47.2127640247,noise,38,12
 -1+1-1+1-1+1-1+1-1+1,7966,856,1875.85803509,noise,37,13
 -1+1-1+1-1+1-1+1+1+1,76171,2880,630.559978962,noise,44,6
 -1+1-1+1-1+1-1+1-1+1,7333,586,1692.75085783,noise,44,6
 -1+1-1+1-1+1-1+1-1+1,41143,2400,948.918351889,noise,45,5
 -1+1-1+1-1+1-1+1-1-1,7577,562,1668.28665304,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,22318,1842,1201.33738899,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,11462,752,634.168971062,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,38634,2174,601.054703951,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,6823,600,3528.59649992,noise,40,10
 -1+1-1+1-1+1-1+1-1+1,9530,507,1711.57765102,noise,45,5
 -1+1-1+1-1+1-1+1+1+1,2693,252,200.047451019,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,17141,1379,636.949038029,noise,45,5
 -1+1-1+1-1+1-1+1+1+1,35085,2082,765.593438864,noise,37,13
 -1+1-1+1-1+1-1+1-1+1,10499,842,1200.2198,noise,38,12
 -1+1-1+1-1+1-1+1-1+1,6952,657,384.054138184,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,35924,1697,607.462770939,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,3063,173,189.257546902,noise,43,7
 -1+1-1+1-1+1-1+1-1+1,3172,164,282.314883947,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,52458,2719,1818.6384871,noise,37,13
 -1+1-1+1-1+1-1+1+1-1,10689,971,3027.14530706,noise,30,20
 -1+1-1+1-1+1-1+1-1+1,823,102,1191.78722692,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,35189,2207,624.020385027,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,33287,1777,1260.99934697,noise,46,4
 -1+1-1+1-1+1-1+1+1+1,22131,1093,1337.569695,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,13136,831,627.898311853,noise,26,24
 -1+1-1+1-1+1-1+1-1+1,149,16,275.520469904,noise,41,9
 -1+1-1+1-1+1-1+1+1-1,12991,760,822.034573793,noise,39,11
 -1+1-1+1-1+1-1+1-1+1,16740,1159,645.803231001,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,33626,2024,1446.41051292,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,8715,837,2007.06124997,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,12532,982,1140.218153,noise,25,25
 -1+1-1+1-1+1-1+1+1+1,21411,864,722.572792053,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,19,18,1222.76325893,noise,19,18
 -1+1-1+1-1+1-1+1+1+1,27170,1694,681.589731932,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,2020,155,398.475443125,noise,34,16
 -1+1-1+1-1+1-1-1+1+1,335,33,1878.45212889,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,60998,2877,1999.51494694,noise,42,8
 -1+1-1+1-1+1-1+1+1+1,19346,1790,986.946683884,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,26621,1804,621.302699089,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,11338,762,248.089015007,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,9420,622,154.93000412,noise,36,14
 -1+1-1+1-1+1-1+1-1+1,8098,611,1145.40562916,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,42699,2113,628.650472164,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,24149,1290,1952.75028682,noise,38,12
 -1+1-1+1-1+1-1+1+1+1,5922,551,669.662354946,noise,36,14
 -1+1-1+1-1+1-1+1+1+1,13741,1192,605.690872908,noise,39,11
 -1+1-1+1-1+1-1+1+1+1,24008,1033,925.225055933,noise,44,6
 -1+1-1+1-1+1-1+1-1+1,2859,218,139.151213884,noise,34,16
 -1+1-1+1-1+1-1+1+1+1,1589,219,804.140839815,noise,39,11
 -1+1-1+1-1+1-1+1-1+1,3190,309,1870.19890809,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,5916,275,1667.67902899,noise,46,4
 -1+1-1+1-1+1-1+1+1+1,1733,146,720.974928856,noise,43,7
 -1+1-1+1-1+1-1+1-1+1,13165,1254,650.278251171,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,2243,170,239.669450998,noise,25,25
 -1+1-1+1-1+1-1+1-1+1,17099,1486,630.178906918,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,319,17,1970.13411713,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,5067,681,261.261237144,noise,40,10
 -1+1-1+1-1+1-1+1+1+1,15757,999,2111.46531606,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,270,24,218.473885775,noise,44,6
 -1+1-1+1-1+1-1+1-1+1,18507,1195,627.214666843,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,5509,608,623.549587011,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,1015,56,84.965749979,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,8305,874,1619.02992201,noise,26,24
 -1+1-1+1-1+1-1+1-1-1,1785,83,82.4614100456,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,14091,903,1781.95688701,noise,38,12
 -1+1-1+1-1+1-1+1-1+1,1449,67,23.8344779015,noise,39,11
 -1+1-1+1-1+1-1-1+1+1,95,11,484.267054081,noise,43,7
 -1+1-1+1-1+1-1+1-1+1,135536,4456,627.102923155,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,9698,1019,326.398623943,noise,33,17
 -1+1-1+1-1+1-1+1-1+1,21957,1503,1502.745749,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,19563,1633,618.355020046,noise,36,14
 -1+1-1+1-1+1-1+1-1+1,2612,360,1437.17187691,noise,41,9
 -1+1-1+1-1+1-1-1+1+1,55210,2336,608.278504848,noise,43,7
 -1+1-1+1-1+1-1+1-1-1,5325,350,687.943979979,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,3278,337,324.825485945,noise,40,10
 -1+1-1+1-1+1-1+1-1+1,29993,2215,631.678515911,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,19414,923,271.800696135,noise,37,13
 -1+1-1+1-1+1-1+1+1+1,2849,277,929.881911039,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,22731,1534,999.534477949,noise,40,10
 -1+1-1+1-1+1-1+1-1+1,131651,4531,4004.342942,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,1503,110,122.219778061,noise,33,17
 -1+1-1+1-1+1-1+1+1+1,7947,659,3060.14739895,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,19494,1471,729.339336872,noise,34,16
 -1+1-1+1-1+1-1+1+1+1,13393,958,886.861884117,noise,46,4
 -1+1-1+1-1+1-1+1+1+1,11445,971,1096.51409006,noise,38,12
 -1+1-1+1-1+1-1+1+1+1,24472,1538,2404.57653999,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,10693,866,473.512080908,noise,34,16
 -1+1-1+1-1+1-1+1-1+1,9253,659,339.425320148,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,8740,815,779.504148006,noise,37,13
 -1+1-1+1-1+1-1+1+1+1,33243,2039,590.448880911,noise,43,7
 -1+1-1+1-1+1-1+1+1+1,3609,331,1037.46994305,noise,42,8
 -1+1-1+1-1+1-1+1+1+1,26346,2022,2391.87945604,noise,46,4
 -1+1-1+1-1+1-1+1-1-1,14564,965,1189.53461599,noise,32,18
 -1+1-1+1-1+1-1+1+1+1,21812,1812,3913.96833992,noise,46,4
 -1+1-1+1-1+1-1+1+1-1,13457,1225,2125.54219604,noise,33,17
 -1+1-1+1-1+1-1+1-1+1,69686,2974,658.250791073,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,19335,1301,631.449817896,noise,41,9
 -1+1-1+1-1+1-1-1+1+1,29336,1855,671.846249104,noise,43,7
 -1+1-1+1-1+1-1-1+1+1,36092,2182,611.773590088,noise,26,24
 -1+1-1+1-1+1-1+1+1+1,28,8,535.270800114,noise,28,8
 -1+1-1+1-1+1-1+1-1+1,14377,1234,592.291650057,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,1545,205,648.698125839,noise,43,7
 -1+1-1+1-1+1-1+1+1-1,177,43,2511.43227291,noise,33,17
 -1+1-1+1-1+1-1+1+1+1,20184,1051,1722.04556298,noise,46,4
 -1+1-1+1-1+1-1+1-1-1,28895,1424,916.398473978,noise,34,16
 -1+1-1+1-1+1-1+1+1-1,9959,612,229.653602123,noise,36,14
 -1+1-1+1-1+1-1+1+1+1,16066,2056,2421.84581804,noise,37,13
 -1+1-1+1-1+1-1+1+1+1,64709,3245,2830.8199811,noise,46,4
 -1+1-1+1-1+1-1+1+1+1,61508,2723,604.739319086,noise,31,19
 -1+1-1+1-1+1-1+1-1+1,4253,235,2624.97964406,noise,43,7
 -1+1-1+1-1+1-1+1+1-1,42720,2403,1664.29419684,noise,37,13
 -1+1-1+1-1+1-1+1+1+1,3051,328,833.830122948,noise,46,4
 -1+1-1+1-1+1-1+1+1+1,19894,1662,895.989609003,noise,38,12
 -1+1-1+1-1+1-1+1-1+1,18028,1114,405.58558917,noise,45,5
 -1+1-1+1-1+1-1+1+1+1,398,18,102.839609861,noise,46,4
 -1+1-1+1-1+1-1+1+1+1,951,202,186.672091007,noise,33,17
 -1+1-1+1-1+1-1+1+1+1,7680,729,3851.91682291,noise,46,4
 -1+1-1+1-1+1-1+1+1+1,24615,1935,1042.43967605,noise,43,7
 -1+1-1+1-1+1-1+1-1+1,23483,2119,1870.1715641,noise,38,12
 -1+1-1+1-1+1-1+1+1+1,5723,456,894.114918947,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,5,6,42.2036778927,noise,5,6
 -1+1-1+1-1+1-1-1+1+1,6719,1316,944.986776114,noise,35,15
 -1+1-1+1-1+1-1+1-1+1,9061,472,826.94708395,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,10231,703,301.755821943,noise,45,5
 -1+1-1+1-1+1-1-1+1+1,7244,820,802.658215046,noise,40,10
 -1+1-1+1-1+1-1+1+1+1,16267,1182,740.385598898,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,6836,418,451.812605858,noise,34,16
 -1+1-1+1-1+1-1+1+1+1,23702,1584,3827.182971,noise,38,12
 -1+1-1+1-1+1-1+1-1+1,7818,652,1685.771842,noise,40,10
 -1+1-1+1-1+1-1+1-1+1,6980,469,795.711890936,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,19582,1099,630.106825829,noise,38,12
 -1+1-1+1-1+1-1+1+1+1,13631,1271,1986.46687484,noise,36,14
 -1+1-1+1-1+1-1+1-1+1,2088,251,4213.51318598,noise,42,8
 -1+1-1+1-1+1-1+1+1-1,32863,1847,915.415600777,noise,42,8
 -1+1-1+1-1+1-1+1+1+1,30346,2333,3598.65626502,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,75262,2865,675.201852083,noise,40,10
 -1+1-1+1-1+1-1+1-1+1,19973,1338,1291.60905504,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,27756,1451,939.188366175,noise,40,10
 -1+1-1+1-1+1-1+1+1+1,29624,1721,928.372150898,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,17363,896,249.462208986,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,1604,92,178.652405977,noise,42,8
 -1+1-1+1-1+1-1-1+1+1,31183,1583,3208.95845103,noise,43,7
 -1+1-1+1-1+1-1+1-1+1,33017,1599,896.277303934,noise,25,25
 -1+1-1+1-1+1-1+1-1+1,1340,102,97.2048051357,noise,45,5
 -1+1-1+1-1+1-1+1+1+1,10660,841,1213.19351101,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,245,14,580.351369858,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,5,7,56.2486031055,noise,5,7
 -1+1-1+1-1+1-1+1-1+1,26112,1644,506.831753969,noise,34,16
 -1+1-1+1-1+1-1+1-1+1,4211,340,713.094515085,noise,39,11
 -1+1-1+1-1+1-1+1-1+1,1267,120,411.656384945,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,343941,10686,2071.44941187,noise,46,4
 -1+1-1+1-1+1-1-1+1+1,953,48,203.8253479,noise,42,8
 -1+1-1+1-1+1-1+1+1-1,6,6,73.2032210827,noise,6,6
 -1+1-1+1-1+1-1+1-1+1,1951,216,84.1031880379,noise,29,21
 -1+1-1+1-1+1-1-1+1+1,3473,392,2742.96983886,noise,43,7
 -1+1-1+1-1+1-1+1+1+1,14739,1689,1565.62423515,noise,40,10
 -1+1-1+1-1+1-1+1+1+1,41873,2035,697.873549938,noise,40,10
 -1+1-1+1-1+1-1+1+1+1,24619,1583,670.52717185,noise,45,5
 -1+1-1+1-1+1-1-1,3,5,28.2686960697,noise,3,5
 -1+1-1+1-1+1-1+1-1+1,47164,2065,3290.56097984,noise,40,10
 -1+1-1+1-1+1-1+1-1+1,21441,1018,623.497319937,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,1856,364,196.163778782,noise,36,14
 -1+1-1+1-1+1-1+1-1+1,26492,1766,1827.62231708,noise,25,25
 -1+1-1+1-1+1-1+1-1+1,13136,1118,919.714838982,noise,36,14
 -1+1-1+1-1+1-1+1+1-1,21722,1377,2845.59832907,noise,43,7
 -1+1-1+1-1+1-1+1+1+1,17955,1697,1119.59177995,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,17690,1161,323.73113513,noise,34,16
 -1+1-1+1-1+1-1+1-1+1,32869,1960,625.283694983,noise,44,6
 -1+1-1+1-1+1-1+1+1-1,6495,603,256.325773954,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,17329,1641,807.60057497,noise,30,20
 -1+1-1+1-1+1-1+1-1+1,35261,1663,2556.49411011,noise,43,7
 -1+1-1+1-1+1-1+1+1+1,11553,835,441.850708961,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,14726,877,271.984621048,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,6434,570,2405.97825694,noise,45,5
 -1+1-1+1-1+1-1+1-1-1,27470,1727,972.183710098,noise,42,8
 -1+1-1+1-1+1-1+1+1+1,17,8,36.3408410549,noise,17,8
 -1+1-1+1-1+1-1+1-1+1,46150,2021,631.058365107,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,14723,803,655.524895906,noise,34,16
 -1+1-1+1-1+1-1+1+1-1,7141,906,205.749461889,noise,31,19
 -1+1-1+1-1+1-1+1-1+1,7056,263,73.7615418434,noise,41,9
 -1+1-1+1-1+1-1+1-1-1,1153,49,114.183749914,noise,40,10
 -1+1-1+1-1+1-1+1+1+1,10,6,67.1808860302,noise,10,6
 -1+1-1+1-1+1-1+1-1+1,21904,1358,682.615669012,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,1605,163,1160.59379697,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,18232,1363,1201.16483092,noise,45,5
 -1+1-1+1-1+1-1+1+1+1,916650,28363,1223.14748001,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,18515,2475,1516.1130569,noise,33,17
 -1+1-1+1-1+1-1+1-1+1,25566,1770,625.78021884,noise,25,25
 -1+1-1+1-1+1-1+1-1+1,222,34,64.1853690147,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,46845,2387,505.284497976,noise,37,13
 -1+1-1+1-1+1-1+1+1+1,36141,2710,1201.1583569,noise,24,26
 -1+1-1+1-1+1-1+1+1+1,736,110,114.855518103,noise,44,6
 -1+1-1+1-1+1-1+1-1+1,19921,1287,1151.11951804,noise,35,15
 -1+1-1+1-1+1-1+1-1+1,14711,1002,629.725356102,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,51296,2176,722.294405937,noise,37,13
 -1+1-1+1-1+1-1+1-1+1,1574,131,514.378206015,noise,25,25
 -1+1-1+1-1+1-1+1-1+1,8273,675,1204.31934309,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,22268,1649,895.882741928,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,425,49,330.210186005,noise,44,6
 -1+1-1+1-1+1-1+1-1+1,31,24,235.145212889,noise,28,22
 -1+1-1+1-1+1-1+1-1+1,17844,1356,644.34543395,noise,42,8
 -1+1-1+1-1+1-1+1-1-1,1553,205,115.115219116,noise,44,6
 -1+1-1+1-1+1-1+1+1+1,590,74,31.5973680019,noise,46,4
 -1+1-1+1-1+1-1+1+1+1,18,11,124.72210598,noise,18,11
 -1+1-1+1-1+1-1-1+1+1,4094,629,2293.08637309,noise,38,12
 -1+1-1+1-1+1-1+1-1+1,19292,1383,659.041099072,noise,43,7
 -1+1-1+1-1+1-1+1-1+1,32982,1290,617.024396896,noise,30,20
 -1+1-1+1-1+1-1+1+1+1,1140,122,1561.89198899,noise,43,7
 -1+1-1+1-1+1-1+1+1+1,15862,1121,614.186259985,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,27679,2099,1200.31689596,noise,44,6
 -1+1-1+1-1+1-1+1-1+1,17661,940,608.42535305,noise,45,5
 -1+1-1+1-1+1-1+1+1-1,16,13,137.067298889,noise,16,13
 -1+1-1+1-1+1-1-1+1+1,21336,1375,1200.26234603,noise,43,7
 -1+1-1+1-1+1-1+1+1+1,2383,305,3964.33728194,noise,44,6
 -1+1-1+1-1+1-1-1,3,5,2351.96033788,noise,3,5
 -1+1-1+1-1+1-1+1-1+1,1196,112,199.425308943,noise,37,13
 -1+1-1+1-1+1-1+1-1+1,273,25,287.631804943,noise,44,6
 -1+1-1+1-1+1-1+1-1+1,37915,1697,603.540884972,noise,37,13
 -1+1-1+1-1+1-1+1-1+1,49680,2521,713.521687984,noise,34,16
 -1+1-1+1-1+1-1+1-1+1,21341,1114,676.261023998,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,29294,1519,1045.18196511,noise,45,5
 -1+1-1+1-1+1-1+1+1+1,28299,1735,621.060935974,noise,40,10
 -1+1-1+1-1+1-1+1+1+1,126,46,39.2962119579,noise,34,16
 -1+1-1+1-1+1-1+1+1+1,20918,1872,711.272806883,noise,46,4
 -1+1-1+1-1+1-1+1+1+1,46404,2696,1207.93168807,noise,38,12
 -1+1-1+1-1+1-1+1+1+1,13776,878,614.683545828,noise,44,6
 -1+1-1+1-1+1-1+1+1+1,9223,666,629.520565987,noise,31,19
 -1+1-1+1-1+1-1+1-1+1,27122,1729,472.743568897,noise,41,9
 -1+1-1+1-1+1-1-1+1+1,10626,957,836.866445065,noise,34,16
 -1+1-1+1-1+1-1+1-1+1,3323,233,144.438608885,noise,34,16
 -1+1-1+1-1+1-1+1-1+1,1574,366,580.194947004,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,19627,927,545.113972902,noise,33,17
 -1+1-1+1-1+1-1+1-1+1,14772,1263,609.002588034,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,16462,1165,616.412965775,noise,25,25
 -1+1-1+1-1+1-1+1+1+1,6339,507,606.190330982,noise,37,13
 -1+1-1+1-1+1-1+1-1+1,13377,760,527.496327877,noise,44,6
 -1+1-1+1-1+1-1+1+1+1,13760,1216,1175.05974197,noise,36,14
 -1+1-1+1-1+1-1+1+1+1,1409,326,109.654953003,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,22601,1380,583.145694017,noise,42,8
 -1+1-1+1-1+1-1+1+1+1,98264,3862,2720.72221613,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,12637,818,607.223740816,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,1918,162,229.983780861,noise,46,4
 -1+1-1+1-1+1-1+1+1-1,6141,554,464.116237164,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,6,8,317.185382843,noise,6,8
 -1+1-1+1-1+1-1+1-1-1,2824,188,186.168784857,noise,38,12
 -1+1-1+1-1+1-1+1+1+1,1738,124,643.896740913,noise,46,4
 -1+1-1+1-1+1-1+1+1+1,14811,1374,3615.37347889,noise,46,4
 -1+1-1+1-1+1-1+1-1-1,14052,845,623.320679903,noise,33,17
 -1+1-1+1-1+1-1+1-1+1,18709,1652,619.168119192,noise,37,13
 -1+1-1+1-1+1-1+1-1+1,9467,475,1029.52990818,noise,39,11
 -1+1-1+1-1+1-1+1+1+1,35062,2090,745.798497915,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,31823,2242,696.436632156,noise,41,9
 -1+1-1+1-1+1-1+1-1-1,19589,1354,548.518805027,noise,33,17
 -1+1-1+1-1+1-1+1+1-1,10676,677,319.849952936,noise,29,21
 -1+1-1+1-1+1-1+1-1+1,13228,1252,926.300565958,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,36222,2098,1199.42363596,noise,35,15
 -1+1-1+1-1+1-1+1+1+1,134040,4397,1081.24183488,noise,46,4
 -1+1-1+1-1+1-1+1+1+1,31141,2672,1203.00194216,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,8465,848,544.374053001,noise,37,13
 -1+1-1+1-1+1-1+1-1+1,17170,1723,1867.10634017,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,21,5,1184.0190289,noise,21,5
 -1+1-1+1-1+1-1+1-1+1,10623,706,1045.14969707,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,17351,1218,630.205136061,noise,38,12
 -1+1-1+1-1+1-1+1-1+1,5977,371,295.094724894,noise,37,13
 -1+1-1+1-1+1-1+1-1+1,5129,420,597.173810005,noise,36,14
 -1+1-1+1-1+1-1+1+1+1,5556,576,522.033720016,noise,43,7
 -1+1-1+1-1+1-1+1-1+1,4594,185,679.234894991,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,96164,3724,974.864349127,noise,44,6
 -1+1-1+1-1+1-1+1-1+1,23965,1347,3913.10017991,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,25496,1978,3343.69568586,noise,40,10
 -1+1-1+1-1+1-1+1-1-1,45275,2674,636.161720037,noise,31,19
 -1+1-1+1-1+1-1+1-1-1,25682,1420,622.847543955,noise,44,6
 -1+1-1+1-1+1-1+1-1+1,11048,967,660.564010143,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,636,30,81.6703557968,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,12298,823,1201.32321787,noise,42,8
 -1+1-1+1-1+1-1+1+1+1,34809,1512,1408.318995,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,10110,728,607.321483135,noise,31,19
 -1+1-1+1-1+1-1+1-1+1,6,8,461.816128016,noise,6,8
 -1+1-1+1-1+1-1+1-1+1,124502,4123,599.368701935,noise,44,6
 -1+1-1+1-1+1-1-1+1+1,22327,1147,649.690737963,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,48206,2085,629.837553024,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,6516,474,1229.37883401,noise,44,6
 -1+1-1+1-1+1-1+1-1+1,10989,946,868.603127956,noise,37,13
 -1+1-1+1-1+1-1+1-1-1,6383,419,484.721277952,noise,34,16
 -1+1-1+1-1+1-1+1-1+1,20,8,30.3489251137,noise,20,8
 -1+1-1+1-1+1-1+1+1+1,49776,2441,1042.84642291,noise,46,4
 -1+1-1+1-1+1-1+1+1+1,10210,892,450.01107502,noise,43,7
 -1+1-1+1-1+1-1+1-1-1,2406,119,178.572442055,noise,42,8
 -1+1-1+1-1+1-1+1+1+1,15,10,590.685814142,noise,15,10
 -1+1-1+1-1+1-1+1+1+1,8277,785,1861.21094203,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,7999,516,1931.77667403,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,6352,775,1137.03886294,noise,45,5
 -1+1-1+1-1+1-1-1,3,5,20.9942641258,noise,3,5
